cell_id,replicate,model,harness_config,scaffold,language,task,status,requirement_coverage,code_quality,cost_per_task,latency_s,tokens,runner,notes,x_raw_model,memory
metaharness-rest-api-crud-python-frontier,1,frontier,metaharness,none,python,rest-api-crud,pass,1.0,0.7888888888888889,0.29549,69.74444244100596,37563,metaharness,req_cov_raw=1.0,opus-4.8,none
metaharness-rest-api-crud-typescript-frontier,1,frontier,metaharness,none,typescript,rest-api-crud,pass,1.0,0.7333333333333334,0.701291,141.3967111559905,102523,metaharness,req_cov_raw=1.0,opus-4.8,none
metaharness-rest-api-crud-go-frontier,1,frontier,metaharness,none,go,rest-api-crud,pass,0.9167,1.0,2.173931,648.5227604569955,152270,metaharness,req_cov_raw=0.9167,opus-4.8,none
metaharness-rest-api-crud-rust-frontier,1,frontier,metaharness,none,rust,rest-api-crud,pass,1.0,0.8333333333333334,1.15384,260.51655449700775,135159,metaharness,req_cov_raw=1.0,opus-4.8,none
metaharness-rest-api-crud-python-frontier,2,frontier,metaharness,none,python,rest-api-crud,pass,1.0,0.7888888888888889,0.271473,50.70880954799941,40259,metaharness,req_cov_raw=1.0,opus-4.8,none
metaharness-rest-api-crud-typescript-frontier,2,frontier,metaharness,none,typescript,rest-api-crud,pass,1.0,0.7333333333333334,0.706113,145.59189219599648,101385,metaharness,req_cov_raw=1.0,opus-4.8,none
metaharness-rest-api-crud-go-frontier,2,frontier,metaharness,none,go,rest-api-crud,pass,1.0,1.0,1.097049,294.7811913670012,106130,metaharness,req_cov_raw=1.0,opus-4.8,none
metaharness-rest-api-crud-rust-frontier,2,frontier,metaharness,none,rust,rest-api-crud,pass,1.0,0.8333333333333334,1.079575,245.6656706770009,134412,metaharness,req_cov_raw=1.0,opus-4.8,none
metaharness-rest-api-crud-python-frontier,3,frontier,metaharness,none,python,rest-api-crud,pass,1.0,0.7888888888888889,0.390253,89.33942724800727,46771,metaharness,req_cov_raw=1.0,opus-4.8,none
metaharness-rest-api-crud-typescript-frontier,3,frontier,metaharness,none,typescript,rest-api-crud,pass,1.0,0.7333333333333334,0.655266,136.26421080400178,97573,metaharness,req_cov_raw=1.0,opus-4.8,none
metaharness-rest-api-crud-go-frontier,3,frontier,metaharness,none,go,rest-api-crud,pass,1.0,1.0,1.305043,352.0355306810088,109897,metaharness,req_cov_raw=1.0,opus-4.8,none
metaharness-rest-api-crud-rust-frontier,3,frontier,metaharness,none,rust,rest-api-crud,pass,1.0,0.8333333333333334,1.205211,340.7782624410029,114997,metaharness,req_cov_raw=1.0,opus-4.8,none
metaharness-cli-data-pipeline-python-frontier,1,frontier,metaharness,none,python,cli-data-pipeline,pass,1.0,0.7888888888888889,0.865923,228.57462893999764,78874,metaharness,req_cov_raw=1.0,opus-4.8,none
metaharness-cli-data-pipeline-typescript-frontier,1,frontier,metaharness,none,typescript,cli-data-pipeline,fail,0.9167,0.7333333333333334,1.414151,340.95935623100377,154767,metaharness,req_cov_raw=0.9167,opus-4.8,none
metaharness-cli-data-pipeline-go-frontier,1,frontier,metaharness,none,go,cli-data-pipeline,pass,1.0,1.0,1.640851,425.9079846359964,151437,metaharness,req_cov_raw=1.0,opus-4.8,none
metaharness-cli-data-pipeline-rust-frontier,1,frontier,metaharness,none,rust,cli-data-pipeline,fail,0.0,0.0,0.0,720.0254807390011,0,metaharness,req_cov_raw=None,opus-4.8,none
metaharness-cli-data-pipeline-python-frontier,2,frontier,metaharness,none,python,cli-data-pipeline,pass,1.0,0.7888888888888889,0.585333,93.91121196799212,88809,metaharness,req_cov_raw=1.0,opus-4.8,none
metaharness-cli-data-pipeline-typescript-frontier,2,frontier,metaharness,none,typescript,cli-data-pipeline,fail,0.8182,0.0,1.186243,246.5808738420019,148689,metaharness,req_cov_raw=0.8182,opus-4.8,none
metaharness-cli-data-pipeline-go-frontier,2,frontier,metaharness,none,go,cli-data-pipeline,fail,0.0,0.0,0.0,720.0499660770001,0,metaharness,req_cov_raw=None,opus-4.8,none
metaharness-cli-data-pipeline-rust-frontier,2,frontier,metaharness,none,rust,cli-data-pipeline,pass,0.75,0.0,1.657508,412.1995434260025,166538,metaharness,req_cov_raw=0.75,opus-4.8,none
metaharness-cli-data-pipeline-python-frontier,3,frontier,metaharness,none,python,cli-data-pipeline,pass,1.0,0.7888888888888889,0.954687,219.1618968230032,108894,metaharness,req_cov_raw=1.0,opus-4.8,none
metaharness-cli-data-pipeline-typescript-frontier,3,frontier,metaharness,none,typescript,cli-data-pipeline,pass,0.8182,0.0,1.245336,288.3417288999917,143251,metaharness,req_cov_raw=0.8182,opus-4.8,none
metaharness-cli-data-pipeline-go-frontier,3,frontier,metaharness,none,go,cli-data-pipeline,pass,1.0,0.9555555555555556,1.434213,341.9657508399978,153208,metaharness,req_cov_raw=1.0,opus-4.8,none
metaharness-cli-data-pipeline-rust-frontier,3,frontier,metaharness,none,rust,cli-data-pipeline,fail,0.5454545454545454,0.0,1.650211,401.0343566430092,171276,metaharness,req_cov_raw=0.5454545454545454,opus-4.8,none
claude-code-rest-api-crud-python-cheap,1,cheap,claude-code,none,python,rest-api-crud,pass,1.0,0.8333333333333334,0.2569382,144.36238599500211,1007057,claude-code,req_cov_raw=1.0,haiku,none
claude-code-rest-api-crud-python-frontier,1,frontier,claude-code,none,python,rest-api-crud,pass,1.0,0.8333333333333334,0.8967894999999998,97.56926865699644,531473,claude-code,req_cov_raw=1.0,opus-4.8,none
claude-code-rest-api-crud-typescript-cheap,1,cheap,claude-code,none,typescript,rest-api-crud,fail,0.0,0.0,0.262656,106.76312895699812,1079110,claude-code,req_cov_raw=None,haiku,none
claude-code-rest-api-crud-typescript-frontier,1,frontier,claude-code,none,typescript,rest-api-crud,pass,1.0,0.7333333333333334,1.0065045,123.83803395499126,554312,claude-code,req_cov_raw=1.0,opus-4.8,none
claude-code-rest-api-crud-go-cheap,1,cheap,claude-code,none,go,rest-api-crud,pass,1.0,0.9555555555555556,0.2757008999999999,192.94403919800243,1072131,claude-code,req_cov_raw=1.0,haiku,none
claude-code-rest-api-crud-go-frontier,1,frontier,claude-code,none,go,rest-api-crud,pass,1.0,1.0,1.1579325,182.45839760100355,665754,claude-code,req_cov_raw=1.0,opus-4.8,none
claude-code-rest-api-crud-rust-cheap,1,cheap,claude-code,none,rust,rest-api-crud,fail,0.0,0.8333333333333334,0.2576625,129.61333132599248,1128648,claude-code,req_cov_raw=None,haiku,none
claude-code-rest-api-crud-rust-frontier,1,frontier,claude-code,none,rust,rest-api-crud,pass,1.0,0.8333333333333334,1.102028,149.13761847700516,662807,claude-code,req_cov_raw=1.0,opus-4.8,none
claude-code-rest-api-crud-python-cheap,2,cheap,claude-code,none,python,rest-api-crud,pass,1.0,0.8333333333333334,0.1938366,102.92876461999548,666131,claude-code,req_cov_raw=1.0,haiku,none
claude-code-rest-api-crud-python-frontier,2,frontier,claude-code,none,python,rest-api-crud,pass,1.0,0.7888888888888889,0.979022,104.1519073600066,682895,claude-code,req_cov_raw=1.0,opus-4.8,none
claude-code-rest-api-crud-typescript-cheap,2,cheap,claude-code,none,typescript,rest-api-crud,pass,1.0,0.7333333333333334,0.2370470999999999,221.5084630370111,944311,claude-code,req_cov_raw=1.0,haiku,none
claude-code-rest-api-crud-typescript-frontier,2,frontier,claude-code,none,typescript,rest-api-crud,pass,1.0,0.7333333333333334,1.5082814999999996,217.9665256510052,1265177,claude-code,req_cov_raw=1.0,opus-4.8,none
claude-code-rest-api-crud-go-cheap,2,cheap,claude-code,none,go,rest-api-crud,pass,1.0,0.9555555555555556,0.2251308,135.25148450500274,827995,claude-code,req_cov_raw=1.0,haiku,none
claude-code-rest-api-crud-go-frontier,2,frontier,claude-code,none,go,rest-api-crud,pass,1.0,1.0,1.2887054999999998,181.65744758499204,892987,claude-code,req_cov_raw=1.0,opus-4.8,none
claude-code-rest-api-crud-rust-cheap,2,cheap,claude-code,none,rust,rest-api-crud,fail,0.0,0.8333333333333334,0.252572,141.5332709949871,1098733,claude-code,req_cov_raw=None,haiku,none
claude-code-rest-api-crud-rust-frontier,2,frontier,claude-code,none,rust,rest-api-crud,pass,1.0,0.8333333333333334,1.5446180000000005,230.7386387959996,1160127,claude-code,req_cov_raw=1.0,opus-4.8,none
claude-code-rest-api-crud-python-cheap,3,cheap,claude-code,none,python,rest-api-crud,pass,1.0,0.8333333333333334,0.179197,113.28609292399778,504271,claude-code,req_cov_raw=1.0,haiku,none
claude-code-rest-api-crud-python-frontier,3,frontier,claude-code,none,python,rest-api-crud,pass,1.0,0.7888888888888889,0.8568749999999998,88.59393575400463,438577,claude-code,req_cov_raw=1.0,opus-4.8,none
claude-code-rest-api-crud-typescript-cheap,3,cheap,claude-code,none,typescript,rest-api-crud,fail,0.0,0.7333333333333334,0.2510774999999999,274.0694516160001,1084667,claude-code,req_cov_raw=None,haiku,none
claude-code-rest-api-crud-typescript-frontier,3,frontier,claude-code,none,typescript,rest-api-crud,pass,1.0,0.7333333333333334,0.914029,101.9259623389953,449974,claude-code,req_cov_raw=1.0,opus-4.8,none
claude-code-rest-api-crud-go-cheap,3,cheap,claude-code,none,go,rest-api-crud,pass,1.0,0.9555555555555556,0.2504338,157.49005804200715,885285,claude-code,req_cov_raw=1.0,haiku,none
claude-code-rest-api-crud-go-frontier,3,frontier,claude-code,none,go,rest-api-crud,pass,1.0,1.0,1.2123929999999998,173.0713736119942,774021,claude-code,req_cov_raw=1.0,opus-4.8,none
claude-code-rest-api-crud-rust-cheap,3,cheap,claude-code,none,rust,rest-api-crud,fail,0.0,0.8333333333333334,0.2520505,138.61927146100788,1078017,claude-code,req_cov_raw=None,haiku,none
claude-code-rest-api-crud-rust-frontier,3,frontier,claude-code,none,rust,rest-api-crud,pass,1.0,0.8333333333333334,1.0985455,143.08461171700037,653963,claude-code,req_cov_raw=1.0,opus-4.8,none
claude-code-cli-data-pipeline-python-cheap,1,cheap,claude-code,none,python,cli-data-pipeline,fail,0.0,0.7888888888888889,0.2881351,124.154342216003,1171493,claude-code,req_cov_raw=None,haiku,none
claude-code-cli-data-pipeline-python-frontier,1,frontier,claude-code,none,python,cli-data-pipeline,pass,1.0,0.7888888888888889,1.0518865,124.8246628709894,532375,claude-code,req_cov_raw=1.0,opus-4.8,none
claude-code-cli-data-pipeline-typescript-cheap,1,cheap,claude-code,none,typescript,cli-data-pipeline,fail,0.0,0.7166666666666667,0.2593625,117.97520576999524,1106833,claude-code,req_cov_raw=None,haiku,none
claude-code-cli-data-pipeline-typescript-frontier,1,frontier,claude-code,none,typescript,cli-data-pipeline,pass,1.0,0.0,1.9212955,310.70873101599864,1403528,claude-code,req_cov_raw=1.0,opus-4.8,none
claude-code-cli-data-pipeline-go-cheap,1,cheap,claude-code,none,go,cli-data-pipeline,pass,1.0,0.9555555555555556,0.2733734,155.1450052029977,1162676,claude-code,req_cov_raw=1.0,haiku,none
claude-code-cli-data-pipeline-go-frontier,1,frontier,claude-code,none,go,cli-data-pipeline,pass,1.0,1.0,1.107813,139.513839354011,570688,claude-code,req_cov_raw=1.0,opus-4.8,none
claude-code-cli-data-pipeline-rust-cheap,1,cheap,claude-code,none,rust,cli-data-pipeline,fail,0.0,0.8333333333333334,0.2411911,104.87915476600756,1078041,claude-code,req_cov_raw=None,haiku,none
claude-code-cli-data-pipeline-rust-frontier,1,frontier,claude-code,none,rust,cli-data-pipeline,pass,1.0,0.8333333333333334,1.2259954999999998,176.33870281399868,587220,claude-code,req_cov_raw=1.0,opus-4.8,none
claude-code-cli-data-pipeline-python-cheap,2,cheap,claude-code,none,python,cli-data-pipeline,pass,1.0,0.7888888888888889,0.2723316,182.15820495398657,1167864,claude-code,req_cov_raw=1.0,haiku,none
claude-code-cli-data-pipeline-python-frontier,2,frontier,claude-code,none,python,cli-data-pipeline,pass,1.0,0.7888888888888889,0.9490075,119.54608238500076,405493,claude-code,req_cov_raw=1.0,opus-4.8,none
claude-code-cli-data-pipeline-typescript-cheap,2,cheap,claude-code,none,typescript,cli-data-pipeline,fail,0.0,0.7333333333333334,0.25033,141.93091374999494,1064332,claude-code,req_cov_raw=None,haiku,none
claude-code-cli-data-pipeline-typescript-frontier,2,frontier,claude-code,none,typescript,cli-data-pipeline,pass,1.0,0.0,1.8061280000000004,275.78629922999244,1308972,claude-code,req_cov_raw=1.0,opus-4.8,none
claude-code-cli-data-pipeline-go-cheap,2,cheap,claude-code,none,go,cli-data-pipeline,fail,0.9167,1.0,0.2804083999999999,122.39558303699596,1141150,claude-code,req_cov_raw=0.9167,haiku,none
claude-code-cli-data-pipeline-go-frontier,2,frontier,claude-code,none,go,cli-data-pipeline,pass,1.0,1.0,1.2286804999999998,160.4557225329918,684030,claude-code,req_cov_raw=1.0,opus-4.8,none
claude-code-cli-data-pipeline-rust-cheap,2,cheap,claude-code,none,rust,cli-data-pipeline,fail,0.9091,0.8333333333333334,0.2441089,145.4081532729906,1093610,claude-code,req_cov_raw=0.9091,haiku,none
claude-code-cli-data-pipeline-rust-frontier,2,frontier,claude-code,none,rust,cli-data-pipeline,pass,1.0,0.8333333333333334,1.3628345,204.48070980799093,721885,claude-code,req_cov_raw=1.0,opus-4.8,none
claude-code-cli-data-pipeline-python-cheap,3,cheap,claude-code,none,python,cli-data-pipeline,fail,0.0,0.7888888888888889,0.2569061999999999,137.25835616099357,1118627,claude-code,req_cov_raw=None,haiku,none
claude-code-cli-data-pipeline-python-frontier,3,frontier,claude-code,none,python,cli-data-pipeline,pass,1.0,0.7888888888888889,0.9086810000000002,105.8953165730054,357528,claude-code,req_cov_raw=1.0,opus-4.8,none
claude-code-cli-data-pipeline-typescript-cheap,3,cheap,claude-code,none,typescript,cli-data-pipeline,fail,0.0,0.0,0.2824575,173.9201786670019,1157394,claude-code,req_cov_raw=None,haiku,none
claude-code-cli-data-pipeline-typescript-frontier,3,frontier,claude-code,none,typescript,cli-data-pipeline,fail,0.0,0.0,1.914568,307.2790620320011,1480555,claude-code,req_cov_raw=None,opus-4.8,none
claude-code-cli-data-pipeline-go-cheap,3,cheap,claude-code,none,go,cli-data-pipeline,fail,0.0,1.0,0.2744628,109.51651208099791,1151144,claude-code,req_cov_raw=None,haiku,none
claude-code-cli-data-pipeline-go-frontier,3,frontier,claude-code,none,go,cli-data-pipeline,pass,1.0,1.0,1.242649,168.81606901100895,691575,claude-code,req_cov_raw=1.0,opus-4.8,none
claude-code-cli-data-pipeline-rust-cheap,3,cheap,claude-code,none,rust,cli-data-pipeline,fail,0.0,0.8333333333333334,0.2823888999999999,169.73254658299263,1098346,claude-code,req_cov_raw=None,haiku,none
claude-code-cli-data-pipeline-rust-frontier,3,frontier,claude-code,none,rust,cli-data-pipeline,pass,1.0,0.8333333333333334,1.2760725000000002,185.0690756069962,654113,claude-code,req_cov_raw=1.0,opus-4.8,none
metaharness-rest-api-crud-python-cheap-mem-none,1,cheap,metaharness,none,python,rest-api-crud,pass,1.0,0.8333333333333334,0.006874,103.48918698000487,13750,metaharness,req_cov_raw=1.0,deepseek-v4-pro,none
metaharness-rest-api-crud-typescript-cheap-mem-none,1,cheap,metaharness,none,typescript,rest-api-crud,pass,1.0,0.5666666666666667,0.154612,1045.9352201299916,161740,metaharness,req_cov_raw=1.0,deepseek-v4-pro,none
metaharness-rest-api-crud-rust-cheap-mem-none,1,cheap,metaharness,none,rust,rest-api-crud,pass,0.8462,0.0,0.049214,314.9900361809996,49487,metaharness,req_cov_raw=0.8462,deepseek-v4-pro,none
metaharness-rest-api-crud-go-cheap-mem-none,1,cheap,metaharness,none,go,rest-api-crud,pass,1.0,0.9555555555555556,0.094468,327.11965952099126,44223,metaharness,req_cov_raw=1.0,deepseek-v4-pro,none
metaharness-rest-api-crud-python-cheap-mem-none,2,cheap,metaharness,none,python,rest-api-crud,pass,1.0,0.6666666666666666,0.13475,768.8014305319957,105819,metaharness,req_cov_raw=1.0,deepseek-v4-pro,none
metaharness-rest-api-crud-typescript-cheap-mem-none,2,cheap,metaharness,none,typescript,rest-api-crud,pass,1.0,0.7333333333333334,0.053356,456.5004200310068,47457,metaharness,req_cov_raw=1.0,deepseek-v4-pro,none
metaharness-rest-api-crud-go-cheap-mem-none,2,cheap,metaharness,none,go,rest-api-crud,pass,1.0,0.9555555555555556,0.037315,322.8640926789958,19237,metaharness,req_cov_raw=1.0,deepseek-v4-pro,none
metaharness-rest-api-crud-typescript-cheap-mem-none,3,cheap,metaharness,none,typescript,rest-api-crud,pass,1.0,0.7333333333333334,0.020306,278.08491782499186,35927,metaharness,req_cov_raw=1.0,deepseek-v4-pro,none
metaharness-rest-api-crud-rust-cheap-mem-none,3,cheap,metaharness,none,rust,rest-api-crud,pass,1.0,0.8333333333333334,0.144157,716.4543524479959,122100,metaharness,req_cov_raw=1.0,deepseek-v4-pro,none
metaharness-rest-api-crud-go-cheap-mem-none,3,cheap,metaharness,none,go,rest-api-crud,pass,1.0,0.9555555555555556,0.036278,346.30510449400754,35211,metaharness,req_cov_raw=1.0,deepseek-v4-pro,none
metaharness-rest-api-crud-rust-cheap-mem-none,2,cheap,metaharness,none,rust,rest-api-crud,pass,0.8333,0.0,0.25043,1109.3813989259943,174884,metaharness,req_cov_raw=0.8333,deepseek-v4-pro,none
metaharness-rest-api-crud-python-cheap-mem-none,3,cheap,metaharness,none,python,rest-api-crud,pass,1.0,0.7888888888888889,0.044739,381.8598111579922,63991,metaharness,req_cov_raw=1.0,deepseek-v4-pro,none
metaharness-cli-data-pipeline-python-cheap-mem-none,1,cheap,metaharness,none,python,cli-data-pipeline,pass,0.6,0.7888888888888889,0.136363,840.5134851339972,147663,metaharness,req_cov_raw=0.6,deepseek-v4-pro,none
metaharness-cli-data-pipeline-rust-cheap-mem-none,1,cheap,metaharness,none,rust,cli-data-pipeline,pass,1.0,0.8333333333333334,0.042677,169.5630718859902,15863,metaharness,req_cov_raw=1.0,deepseek-v4-pro,none
metaharness-cli-data-pipeline-python-cheap-mem-none,2,cheap,metaharness,none,python,cli-data-pipeline,pass,1.0,0.7888888888888889,0.014188,233.2928196129942,20758,metaharness,req_cov_raw=1.0,deepseek-v4-pro,none
metaharness-cli-data-pipeline-typescript-cheap-mem-none,1,cheap,metaharness,none,typescript,cli-data-pipeline,fail,0.0,0.0,0.0,1200.040224602999,0,metaharness,req_cov_raw=None,deepseek-v4-pro,none
metaharness-cli-data-pipeline-typescript-cheap-mem-none,2,cheap,metaharness,none,typescript,cli-data-pipeline,fail,0.0,0.0,0.0,1200.0224751210044,0,metaharness,req_cov_raw=None,deepseek-v4-pro,none
metaharness-cli-data-pipeline-go-cheap-mem-none,2,cheap,metaharness,none,go,cli-data-pipeline,pass,1.0,0.9555555555555556,0.026349,160.3665858059976,12377,metaharness,req_cov_raw=1.0,deepseek-v4-pro,none
metaharness-cli-data-pipeline-go-cheap-mem-none,1,cheap,metaharness,none,go,cli-data-pipeline,fail,0.9,1.0,0.026229,310.179863420999,29231,metaharness,req_cov_raw=0.9,deepseek-v4-pro,none
metaharness-cli-data-pipeline-rust-cheap-mem-none,2,cheap,metaharness,none,rust,cli-data-pipeline,pass,1.0,0.6666666666666666,0.134049,753.0923661730048,141940,metaharness,req_cov_raw=1.0,deepseek-v4-pro,none
metaharness-cli-data-pipeline-typescript-cheap-mem-none,3,cheap,metaharness,none,typescript,cli-data-pipeline,fail,0.0,0.0,0.0,1200.0065080880013,0,metaharness,req_cov_raw=None,deepseek-v4-pro,none
metaharness-cli-data-pipeline-rust-cheap-mem-none,3,cheap,metaharness,none,rust,cli-data-pipeline,pass,0.0,0.0,0.090063,746.2616144380008,138466,metaharness,req_cov_raw=0.0,deepseek-v4-pro,none
metaharness-cli-data-pipeline-go-cheap-mem-none,3,cheap,metaharness,none,go,cli-data-pipeline,pass,1.0,0.0,0.092893,624.4287560849916,84552,metaharness,req_cov_raw=1.0,deepseek-v4-pro,none
metaharness-cli-data-pipeline-python-cheap-mem-none,3,cheap,metaharness,none,python,cli-data-pipeline,pass,1.0,0.7888888888888889,0.196401,988.8168810329952,126376,metaharness,req_cov_raw=1.0,deepseek-v4-pro,none
